interview_id,brand_name,perception_category,perception_value,sentiment,quote,transcript_id,created_at,brand_id
P1,LiponF,แพ็กเกจ / ขวด / ดีไซน์,Sunlight จะเห็นบ่อยกว่า เหมือนภาพลักษณ์ดูสดใส น่าใช้ ส่วน LiponF ไม่ค่อยเห็นโฆษณาเลย แต่รู้ว่าเป็นแบ,Mixed,Sunlight จะเห็นบ่อยกว่า เหมือนภาพลักษณ์ดูสดใส น่าใช้ ส่วน LiponF ไม่ค่อยเห็นโฆษณาเลย แต่รู้ว่าเป็นแบรนด์เก่าแก่,20,2025-12-12T18:58:21.813996,1
P1,LiponF,แพ็กเกจ / ขวด / ดีไซน์,Sunlight = หอม สดชื่น ใช้ง่าย LiponF = เข้มข้น ล้างคราบดี แต่ดูบ้านๆ นิดนึง,Mixed,Sunlight = หอม สดชื่น ใช้ง่าย LiponF = เข้มข้น ล้างคราบดี แต่ดูบ้านๆ นิดนึง,22,2025-12-12T18:58:21.813996,1
P1,Sunlight,ราคา,ส่วนใหญ่ใช้ Sunlight ค่ะ บางทีก็เปลี่ยนเป็นแบรนด์ที่ลดราคาตามซูเปอร์ใกล้บ้าน อย่างไลปอนเอฟก็เคยลอง,Neutral,ส่วนใหญ่ใช้ Sunlight ค่ะ บางทีก็เปลี่ยนเป็นแบรนด์ที่ลดราคาตามซูเปอร์ใกล้บ้าน อย่างไลปอนเอฟก็เคยลอง,2,2025-12-12T18:58:21.813996,4
P1,Sunlight,ราคา,ดูค่ะ จริงๆ ก็จะคุ้นชื่อแค่ไม่กี่แบรนด์ Sunlight กับ LiponF เป็นหลัก รู้สึกว่ามีมาตรฐานกว่าแบรนด์อื่,Positive,ดูค่ะ จริงๆ ก็จะคุ้นชื่อแค่ไม่กี่แบรนด์ Sunlight กับ LiponF เป็นหลัก รู้สึกว่ามีมาตรฐานกว่าแบรนด์อื่นๆ,16,2025-12-12T18:58:21.813996,4
P1,Sunlight,คุ้มค่า / ประหยัด,ส่วนใหญ่ใช้ Sunlight ค่ะ บางทีก็เปลี่ยนเป็นแบรนด์ที่ลดราคาตามซูเปอร์ใกล้บ้าน อย่างไลปอนเอฟก็เคยลอง,Positive,ส่วนใหญ่ใช้ Sunlight ค่ะ บางทีก็เปลี่ยนเป็นแบรนด์ที่ลดราคาตามซูเปอร์ใกล้บ้าน อย่างไลปอนเอฟก็เคยลอง,2,2025-12-12T18:58:21.813996,4
P1,Sunlight,คุ้มค่า / ประหยัด,Sunlight จะเห็นบ่อยกว่า เหมือนภาพลักษณ์ดูสดใส น่าใช้ ส่วน LiponF ไม่ค่อยเห็นโฆษณาเลย แต่รู้ว่าเป็นแบ,Positive,Sunlight จะเห็นบ่อยกว่า เหมือนภาพลักษณ์ดูสดใส น่าใช้ ส่วน LiponF ไม่ค่อยเห็นโฆษณาเลย แต่รู้ว่าเป็นแบรนด์เก่าแก่,20,2025-12-12T18:58:21.813996,4
P1,Sunlight,กลิ่นหอม,Sunlight กลิ่นมันสดชื่นดีค่ะ รู้สึกสะอาด ส่วนไลปอนเอฟมันล้างมันออกง่ายจริง แต่กลิ่นแรงไปนิด,Mixed,Sunlight กลิ่นมันสดชื่นดีค่ะ รู้สึกสะอาด ส่วนไลปอนเอฟมันล้างมันออกง่ายจริง แต่กลิ่นแรงไปนิด,4,2025-12-12T18:58:21.813996,4
P1,Sunlight,กลิ่นหอม,เคยค่ะ บางสูตรของแบรนด์อื่นถ้าแรงไปจะรู้สึกมือแห้ง แต่ Sunlight สูตรมะนาวรู้สึกโอเค,Positive,เคยค่ะ บางสูตรของแบรนด์อื่นถ้าแรงไปจะรู้สึกมือแห้ง แต่ Sunlight สูตรมะนาวรู้สึกโอเค,12,2025-12-12T18:58:21.813996,4
P1,Sunlight,กลิ่นหอม,Sunlight = หอม สดชื่น ใช้ง่าย LiponF = เข้มข้น ล้างคราบดี แต่ดูบ้านๆ นิดนึง,Mixed,Sunlight = หอม สดชื่น ใช้ง่าย LiponF = เข้มข้น ล้างคราบดี แต่ดูบ้านๆ นิดนึง,22,2025-12-12T18:58:21.813996,4
P1,Sunlight,กลิ่นหอม,Sunlight ค่ะ เพราะชอบกลิ่นและล้างออกง่ายกว่า,Positive,Sunlight ค่ะ เพราะชอบกลิ่นและล้างออกง่ายกว่า,26,2025-12-12T18:58:21.813996,4
P1,Sunlight,ขจัดคราบมัน,Sunlight กลิ่นมันสดชื่นดีค่ะ รู้สึกสะอาด ส่วนไลปอนเอฟมันล้างมันออกง่ายจริง แต่กลิ่นแรงไปนิด,Mixed,Sunlight กลิ่นมันสดชื่นดีค่ะ รู้สึกสะอาด ส่วนไลปอนเอฟมันล้างมันออกง่ายจริง แต่กลิ่นแรงไปนิด,4,2025-12-12T18:58:21.813996,4
P1,Sunlight,ขจัดคราบมัน,Sunlight = หอม สดชื่น ใช้ง่าย LiponF = เข้มข้น ล้างคราบดี แต่ดูบ้านๆ นิดนึง,Mixed,Sunlight = หอม สดชื่น ใช้ง่าย LiponF = เข้มข้น ล้างคราบดี แต่ดูบ้านๆ นิดนึง,22,2025-12-12T18:58:21.813996,4
P1,Sunlight,ล้างออกง่าย,Sunlight กลิ่นมันสดชื่นดีค่ะ รู้สึกสะอาด ส่วนไลปอนเอฟมันล้างมันออกง่ายจริง แต่กลิ่นแรงไปนิด,Mixed,Sunlight กลิ่นมันสดชื่นดีค่ะ รู้สึกสะอาด ส่วนไลปอนเอฟมันล้างมันออกง่ายจริง แต่กลิ่นแรงไปนิด,4,2025-12-12T18:58:21.813996,4
P1,Sunlight,ล้างออกง่าย,Sunlight ค่ะ เพราะชอบกลิ่นและล้างออกง่ายกว่า,Positive,Sunlight ค่ะ เพราะชอบกลิ่นและล้างออกง่ายกว่า,26,2025-12-12T18:58:21.813996,4
P1,Sunlight,มือไม่แห้ง / อ่อนโยนต่อมือ,เคยค่ะ บางสูตรของแบรนด์อื่นถ้าแรงไปจะรู้สึกมือแห้ง แต่ Sunlight สูตรมะนาวรู้สึกโอเค,Positive,เคยค่ะ บางสูตรของแบรนด์อื่นถ้าแรงไปจะรู้สึกมือแห้ง แต่ Sunlight สูตรมะนาวรู้สึกโอเค,12,2025-12-12T18:58:21.813996,4
P1,Sunlight,มาตรฐาน,ดูค่ะ จริงๆ ก็จะคุ้นชื่อแค่ไม่กี่แบรนด์ Sunlight กับ LiponF เป็นหลัก รู้สึกว่ามีมาตรฐานกว่าแบรนด์อื่,Positive,ดูค่ะ จริงๆ ก็จะคุ้นชื่อแค่ไม่กี่แบรนด์ Sunlight กับ LiponF เป็นหลัก รู้สึกว่ามีมาตรฐานกว่าแบรนด์อื่นๆ,16,2025-12-12T18:58:21.813996,4
P1,Sunlight,แพ็กเกจ / ขวด / ดีไซน์,Sunlight จะเห็นบ่อยกว่า เหมือนภาพลักษณ์ดูสดใส น่าใช้ ส่วน LiponF ไม่ค่อยเห็นโฆษณาเลย แต่รู้ว่าเป็นแบ,Mixed,Sunlight จะเห็นบ่อยกว่า เหมือนภาพลักษณ์ดูสดใส น่าใช้ ส่วน LiponF ไม่ค่อยเห็นโฆษณาเลย แต่รู้ว่าเป็นแบรนด์เก่าแก่,20,2025-12-12T18:58:21.813996,4
P1,Sunlight,แพ็กเกจ / ขวด / ดีไซน์,Sunlight = หอม สดชื่น ใช้ง่าย LiponF = เข้มข้น ล้างคราบดี แต่ดูบ้านๆ นิดนึง,Mixed,Sunlight = หอม สดชื่น ใช้ง่าย LiponF = เข้มข้น ล้างคราบดี แต่ดูบ้านๆ นิดนึง,22,2025-12-12T18:58:21.813996,4
P2,LiponF,ปลอดภัย / ไม่มีสารตกค้าง,ใช้ LiponF ค่ะ แล้วบางทีก็สลับกับ Sunlight สูตรธรรมชาติ เพราะลูกยังเล็ก เลยกลัวพวกสารเคมีแรงๆ,Positive,ใช้ LiponF ค่ะ แล้วบางทีก็สลับกับ Sunlight สูตรธรรมชาติ เพราะลูกยังเล็ก เลยกลัวพวกสารเคมีแรงๆ,36,2025-12-12T18:59:58.759816,1
P2,LiponF,ปลอดภัย / ไม่มีสารตกค้าง,ใช้มาตั้งแต่สมัยแม่เลยค่ะ LiponF รู้สึกว่าล้างมันออกดี ส่วน Sunlight ก็มีสูตรที่เขียนว่า gentle เหมื,Positive,ใช้มาตั้งแต่สมัยแม่เลยค่ะ LiponF รู้สึกว่าล้างมันออกดี ส่วน Sunlight ก็มีสูตรที่เขียนว่า gentle เหมือนปลอดภัยกว่า,38,2025-12-12T18:59:58.759816,1
P2,LiponF,มือไม่แห้ง / อ่อนโยนต่อมือ,ใช้ LiponF ค่ะ แล้วบางทีก็สลับกับ Sunlight สูตรธรรมชาติ เพราะลูกยังเล็ก เลยกลัวพวกสารเคมีแรงๆ,Positive,ใช้ LiponF ค่ะ แล้วบางทีก็สลับกับ Sunlight สูตรธรรมชาติ เพราะลูกยังเล็ก เลยกลัวพวกสารเคมีแรงๆ,36,2025-12-12T18:59:58.759816,1
P2,LiponF,มือไม่แห้ง / อ่อนโยนต่อมือ,ใช้มาตั้งแต่สมัยแม่เลยค่ะ LiponF รู้สึกว่าล้างมันออกดี ส่วน Sunlight ก็มีสูตรที่เขียนว่า gentle เหมื,Positive,ใช้มาตั้งแต่สมัยแม่เลยค่ะ LiponF รู้สึกว่าล้างมันออกดี ส่วน Sunlight ก็มีสูตรที่เขียนว่า gentle เหมือนปลอดภัยกว่า,38,2025-12-12T18:59:58.759816,1
P2,LiponF,มือไม่แห้ง / อ่อนโยนต่อมือ,LiponF คือเข้มข้น ล้างสะอาดดี แต่ฟังดูเหมือนเหมาะกับบ้านที่ล้างเยอะๆ ส่วน Sunlight ดูอ่อนโยนกว่า ภาพ,Mixed,LiponF คือเข้มข้น ล้างสะอาดดี แต่ฟังดูเหมือนเหมาะกับบ้านที่ล้างเยอะๆ ส่วน Sunlight ดูอ่อนโยนกว่า ภาพลักษณ์ดูสากลกว่า,48,2025-12-12T18:59:58.759816,1
P2,LiponF,มือไม่แห้ง / อ่อนโยนต่อมือ,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,Positive,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,58,2025-12-12T18:59:58.759816,1
P2,LiponF,ขจัดคราบมัน,ใช้มาตั้งแต่สมัยแม่เลยค่ะ LiponF รู้สึกว่าล้างมันออกดี ส่วน Sunlight ก็มีสูตรที่เขียนว่า gentle เหมื,Positive,ใช้มาตั้งแต่สมัยแม่เลยค่ะ LiponF รู้สึกว่าล้างมันออกดี ส่วน Sunlight ก็มีสูตรที่เขียนว่า gentle เหมือนปลอดภัยกว่า,38,2025-12-12T18:59:58.759816,1
P2,LiponF,ขจัดคราบมัน,LiponF คือเข้มข้น ล้างสะอาดดี แต่ฟังดูเหมือนเหมาะกับบ้านที่ล้างเยอะๆ ส่วน Sunlight ดูอ่อนโยนกว่า ภาพ,Mixed,LiponF คือเข้มข้น ล้างสะอาดดี แต่ฟังดูเหมือนเหมาะกับบ้านที่ล้างเยอะๆ ส่วน Sunlight ดูอ่อนโยนกว่า ภาพลักษณ์ดูสากลกว่า,48,2025-12-12T18:59:58.759816,1
P2,LiponF,ขจัดคราบมัน,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,Mixed,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,58,2025-12-12T18:59:58.759816,1
P2,LiponF,แพ็กเกจ / ขวด / ดีไซน์,LiponF คือเข้มข้น ล้างสะอาดดี แต่ฟังดูเหมือนเหมาะกับบ้านที่ล้างเยอะๆ ส่วน Sunlight ดูอ่อนโยนกว่า ภาพ,Mixed,LiponF คือเข้มข้น ล้างสะอาดดี แต่ฟังดูเหมือนเหมาะกับบ้านที่ล้างเยอะๆ ส่วน Sunlight ดูอ่อนโยนกว่า ภาพลักษณ์ดูสากลกว่า,48,2025-12-12T18:59:58.759816,1
P2,LiponF,กลิ่นหอม,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,Mixed,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,58,2025-12-12T18:59:58.759816,1
P2,LiponF,ล้างออกง่าย,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,Mixed,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,58,2025-12-12T18:59:58.759816,1
P2,Sunlight,ปลอดภัย / ไม่มีสารตกค้าง,ใช้ LiponF ค่ะ แล้วบางทีก็สลับกับ Sunlight สูตรธรรมชาติ เพราะลูกยังเล็ก เลยกลัวพวกสารเคมีแรงๆ,Positive,ใช้ LiponF ค่ะ แล้วบางทีก็สลับกับ Sunlight สูตรธรรมชาติ เพราะลูกยังเล็ก เลยกลัวพวกสารเคมีแรงๆ,36,2025-12-12T18:59:58.759816,4
P2,Sunlight,ปลอดภัย / ไม่มีสารตกค้าง,ใช้มาตั้งแต่สมัยแม่เลยค่ะ LiponF รู้สึกว่าล้างมันออกดี ส่วน Sunlight ก็มีสูตรที่เขียนว่า gentle เหมื,Positive,ใช้มาตั้งแต่สมัยแม่เลยค่ะ LiponF รู้สึกว่าล้างมันออกดี ส่วน Sunlight ก็มีสูตรที่เขียนว่า gentle เหมือนปลอดภัยกว่า,38,2025-12-12T18:59:58.759816,4
P2,Sunlight,ปลอดภัย / ไม่มีสารตกค้าง,แนะนำ Sunlight สูตรธรรมชาติค่ะ เพราะล้างออกง่าย กลิ่นไม่แรง รู้สึกปลอดภัยกว่า,Positive,แนะนำ Sunlight สูตรธรรมชาติค่ะ เพราะล้างออกง่าย กลิ่นไม่แรง รู้สึกปลอดภัยกว่า,60,2025-12-12T18:59:58.759816,4
P2,Sunlight,มือไม่แห้ง / อ่อนโยนต่อมือ,ใช้ LiponF ค่ะ แล้วบางทีก็สลับกับ Sunlight สูตรธรรมชาติ เพราะลูกยังเล็ก เลยกลัวพวกสารเคมีแรงๆ,Positive,ใช้ LiponF ค่ะ แล้วบางทีก็สลับกับ Sunlight สูตรธรรมชาติ เพราะลูกยังเล็ก เลยกลัวพวกสารเคมีแรงๆ,36,2025-12-12T18:59:58.759816,4
P2,Sunlight,มือไม่แห้ง / อ่อนโยนต่อมือ,ใช้มาตั้งแต่สมัยแม่เลยค่ะ LiponF รู้สึกว่าล้างมันออกดี ส่วน Sunlight ก็มีสูตรที่เขียนว่า gentle เหมื,Positive,ใช้มาตั้งแต่สมัยแม่เลยค่ะ LiponF รู้สึกว่าล้างมันออกดี ส่วน Sunlight ก็มีสูตรที่เขียนว่า gentle เหมือนปลอดภัยกว่า,38,2025-12-12T18:59:58.759816,4
P2,Sunlight,มือไม่แห้ง / อ่อนโยนต่อมือ,LiponF คือเข้มข้น ล้างสะอาดดี แต่ฟังดูเหมือนเหมาะกับบ้านที่ล้างเยอะๆ ส่วน Sunlight ดูอ่อนโยนกว่า ภาพ,Mixed,LiponF คือเข้มข้น ล้างสะอาดดี แต่ฟังดูเหมือนเหมาะกับบ้านที่ล้างเยอะๆ ส่วน Sunlight ดูอ่อนโยนกว่า ภาพลักษณ์ดูสากลกว่า,48,2025-12-12T18:59:58.759816,4
P2,Sunlight,มือไม่แห้ง / อ่อนโยนต่อมือ,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,Positive,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,58,2025-12-12T18:59:58.759816,4
P2,Sunlight,ขจัดคราบมัน,ใช้มาตั้งแต่สมัยแม่เลยค่ะ LiponF รู้สึกว่าล้างมันออกดี ส่วน Sunlight ก็มีสูตรที่เขียนว่า gentle เหมื,Positive,ใช้มาตั้งแต่สมัยแม่เลยค่ะ LiponF รู้สึกว่าล้างมันออกดี ส่วน Sunlight ก็มีสูตรที่เขียนว่า gentle เหมือนปลอดภัยกว่า,38,2025-12-12T18:59:58.759816,4
P2,Sunlight,ขจัดคราบมัน,LiponF คือเข้มข้น ล้างสะอาดดี แต่ฟังดูเหมือนเหมาะกับบ้านที่ล้างเยอะๆ ส่วน Sunlight ดูอ่อนโยนกว่า ภาพ,Mixed,LiponF คือเข้มข้น ล้างสะอาดดี แต่ฟังดูเหมือนเหมาะกับบ้านที่ล้างเยอะๆ ส่วน Sunlight ดูอ่อนโยนกว่า ภาพลักษณ์ดูสากลกว่า,48,2025-12-12T18:59:58.759816,4
P2,Sunlight,ขจัดคราบมัน,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,Mixed,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,58,2025-12-12T18:59:58.759816,4
P2,Sunlight,แพ็กเกจ / ขวด / ดีไซน์,LiponF คือเข้มข้น ล้างสะอาดดี แต่ฟังดูเหมือนเหมาะกับบ้านที่ล้างเยอะๆ ส่วน Sunlight ดูอ่อนโยนกว่า ภาพ,Mixed,LiponF คือเข้มข้น ล้างสะอาดดี แต่ฟังดูเหมือนเหมาะกับบ้านที่ล้างเยอะๆ ส่วน Sunlight ดูอ่อนโยนกว่า ภาพลักษณ์ดูสากลกว่า,48,2025-12-12T18:59:58.759816,4
P2,Sunlight,กลิ่นหอม,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,Mixed,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,58,2025-12-12T18:59:58.759816,4
P2,Sunlight,กลิ่นหอม,แนะนำ Sunlight สูตรธรรมชาติค่ะ เพราะล้างออกง่าย กลิ่นไม่แรง รู้สึกปลอดภัยกว่า,Positive,แนะนำ Sunlight สูตรธรรมชาติค่ะ เพราะล้างออกง่าย กลิ่นไม่แรง รู้สึกปลอดภัยกว่า,60,2025-12-12T18:59:58.759816,4
P2,Sunlight,ล้างออกง่าย,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,Mixed,LiponF ให้ 8 เพราะล้างดีแต่กลิ่นแรงไปนิด ส่วน Sunlight ให้ 9 เพราะกลิ่นหอม ล้างง่าย มือไม่แห้ง,58,2025-12-12T18:59:58.759816,4
P2,Sunlight,ล้างออกง่าย,แนะนำ Sunlight สูตรธรรมชาติค่ะ เพราะล้างออกง่าย กลิ่นไม่แรง รู้สึกปลอดภัยกว่า,Positive,แนะนำ Sunlight สูตรธรรมชาติค่ะ เพราะล้างออกง่าย กลิ่นไม่แรง รู้สึกปลอดภัยกว่า,60,2025-12-12T18:59:58.759816,4
P3,LiponF,ขจัดคราบมัน,ตอนนี้ใช้ LiponF ครับ เคยใช้ Sunlight มาก่อนแต่เปลี่ยนเพราะรู้สึกว่า LiponF เข้มข้นกว่า ใช้น้อยแต่ล้,Positive,ตอนนี้ใช้ LiponF ครับ เคยใช้ Sunlight มาก่อนแต่เปลี่ยนเพราะรู้สึกว่า LiponF เข้มข้นกว่า ใช้น้อยแต่ล้างได้เยอะ,64,2025-12-12T19:01:54.014524,1
P3,LiponF,ขจัดคราบมัน,ต่างครับ Sunlight กลิ่นหอมกว่า ล้างออกง่ายกว่า แต่ LiponF รู้สึกว่าล้างมันออกสะอาดกว่า โดยเฉพาะตอนล้,Mixed,ต่างครับ Sunlight กลิ่นหอมกว่า ล้างออกง่ายกว่า แต่ LiponF รู้สึกว่าล้างมันออกสะอาดกว่า โดยเฉพาะตอนล้างกระทะ,68,2025-12-12T19:01:54.014524,1
P3,LiponF,ขจัดคราบมัน,Sunlight จะจำเรื่องเลมอน เรื่องความหอม ส่วน LiponF จะเป็นเรื่อง “ล้างคราบมันหมดจด” เหมือนภาพที่เทน้ำ,Positive,Sunlight จะจำเรื่องเลมอน เรื่องความหอม ส่วน LiponF จะเป็นเรื่อง “ล้างคราบมันหมดจด” เหมือนภาพที่เทน้ำแล้วคราบหลุดเลย,82,2025-12-12T19:01:54.014524,1
P3,LiponF,ขจัดคราบมัน,LiponF ครับ ใช้น้อย ล้างมันดี แล้วขวดใหญ่ราคาถูกกว่าแบรนด์อื่น,Positive,LiponF ครับ ใช้น้อย ล้างมันดี แล้วขวดใหญ่ราคาถูกกว่าแบรนด์อื่น,92,2025-12-12T19:01:54.014524,1
P3,LiponF,คุ้มค่า / ประหยัด,ตอนนี้ใช้ LiponF ครับ เคยใช้ Sunlight มาก่อนแต่เปลี่ยนเพราะรู้สึกว่า LiponF เข้มข้นกว่า ใช้น้อยแต่ล้,Positive,ตอนนี้ใช้ LiponF ครับ เคยใช้ Sunlight มาก่อนแต่เปลี่ยนเพราะรู้สึกว่า LiponF เข้มข้นกว่า ใช้น้อยแต่ล้างได้เยอะ,64,2025-12-12T19:01:54.014524,1
P3,LiponF,คุ้มค่า / ประหยัด,LiponF ครับ ใช้น้อย ล้างมันดี แล้วขวดใหญ่ราคาถูกกว่าแบรนด์อื่น,Positive,LiponF ครับ ใช้น้อย ล้างมันดี แล้วขวดใหญ่ราคาถูกกว่าแบรนด์อื่น,92,2025-12-12T19:01:54.014524,1
P3,LiponF,กลิ่นหอม,ต่างครับ Sunlight กลิ่นหอมกว่า ล้างออกง่ายกว่า แต่ LiponF รู้สึกว่าล้างมันออกสะอาดกว่า โดยเฉพาะตอนล้,Mixed,ต่างครับ Sunlight กลิ่นหอมกว่า ล้างออกง่ายกว่า แต่ LiponF รู้สึกว่าล้างมันออกสะอาดกว่า โดยเฉพาะตอนล้างกระทะ,68,2025-12-12T19:01:54.014524,1
P3,LiponF,กลิ่นหอม,Sunlight จะจำเรื่องเลมอน เรื่องความหอม ส่วน LiponF จะเป็นเรื่อง “ล้างคราบมันหมดจด” เหมือนภาพที่เทน้ำ,Positive,Sunlight จะจำเรื่องเลมอน เรื่องความหอม ส่วน LiponF จะเป็นเรื่อง “ล้างคราบมันหมดจด” เหมือนภาพที่เทน้ำแล้วคราบหลุดเลย,82,2025-12-12T19:01:54.014524,1
